ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO22N001023,행사,행사,충주호수축제,충청북도,충주시,4313010100,성내동,4313051500,성내.충인동,4.31E+11,충청북도 충주시 중앙로 128,27388,라바389858,127.9372208,36.97061868,충주탄금호국제조정경기장,2022-07-28,2022-07-31,뮤직페스티벌+수상공연+물놀이장,충주중원문화재단,충청북도 충주시청,,043-851-7981,www.cjlake.kr,"충주호수축제홈페이지, 충주시홈페이지",2022-09-30,4390000,충청북도 충주시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N001024,행사,행사,2022 청양고추구기자 축제,,,,,,,,,,,,,백세건강공원,2022-08-26,2022-08-28,공연+전시+판매+체험+부대행사 등,청양고추구기자축제추진위원회,청양고추구기자축제추진위원회,충청남도 청양군,041-940-2193,www.칠갑마루.com,칠갑마루+청양고추+청양구기자,2022-11-02,4590000,충청남도 청양군,20221102,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221102
KC488PO22N001025,행사,행사,제23회 칠갑산장승문화축제,충청남도,청양군,4479032025,대치면 장곡리,4479032000,대치면,4.48E+11,충청남도 청양군 대치면 장곡길119-17,33360,다바417237,126.8501828,36.40982229,칠갑산장승공원,2022-10-29,2022-10-30,대장승퍼레이드+장승대제+전통 장승깎기,칠갑산장승문화축제추진위원회,칠갑산장승문화축제추진위원회,충청남도 청양군,041-940-2193,,칠갑산+장승공원+장승,2022-11-02,4590000,충청남도 청양군,20221102,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221102
KC488PO22N001026,행사,행사,2021년 거창크리스마스트리문화축제,경상남도,거창군,4888025021,거창읍 상림리,4888025000,거창읍,4.89E+11,경상남도 거창군 거창읍 중앙로 103,50132,라마370434,127.9095332,35.68667584,거창로터리 일원,2021-12-05,2022-01-09,메인트리 및 포토존 등 트리장식 설치+사진동영상 공모전+문화예술공연 동영상 중계 등,거창크리스마스트리문화축제위원회,거창크리스마스트리문화축제위원회,경상남도청+경상남도 거창군청,055-943-3579,,,2022-09-26,5470000,경상남도 거창군,20220926,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220926
KC488PO22N001027,행사,행사,2022년 거창한마당대축제,경상남도,거창군,4888025021,거창읍 상림리,4888025000,거창읍,4.89E+11,경상남도 거창군 거창읍 중앙로 103,50132,라마370434,127.9095332,35.68667584,스포츠파크 일원,2022-09-29,2022-10-02,아림예술제+군민체육대회 등,거창문화재단,거창문화재단,경상남도 거창군청,055-940-8458,거창한마당축제.kr,,2022-09-26,5470000,경상남도 거창군,20220926,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220926
KC488PO22N001028,행사,행사,제14회 서울영등포국제초단편영화제,서울특별시,영등포구,1156011300,당산동3가,1156055000,당산1동,1.16E+11,서울특별시 영등포구 당산로 123,7260,다사466475,126.8963671,37.52596316,영등포구 일대(영등포아트홀 등),2022-10-18,2022-10-23,영화제,(사)서울국제초단편영상제,서울특별시 영등포구청,서울특별시청+영화진흥위원회,02-2670-3128,https://www.sesiff.org/,,2022-10-13,3180000,서울특별시 영등포구,20221013,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221013
KC488PO22N001029,행사,행사,2022 울산 마두희 축제,울산광역시,중구,3111010600,성남동,3111058500,중앙동,3.11E+11,울산광역시 중구 시계탑거리 4,44532,마마651303,129.3215897,35.555083,울산 중구 성남동 일원,2022-09-16,2022-09-18,큰줄다리기+부대행사,울산마두희축제추진위원회,울산마두희축제추진위원회,울산광역시 중구,052-290-3662,,,2022-10-13,3690000,울산광역시 중구,20221013,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221013
KC488PO22N001030,행사,행사,2022년 외솔한글한마당,울산광역시,중구,3111010600,성남동,3111058500,중앙동,3.11E+11,울산광역시 중구 시계탑거리 4,44532,마마651303,129.3215897,35.555083,외솔기념관 및 중구 원도심 일원,2022-10-08,2022-10-10,한글을 주제로 한 전시+체험+경연+공연,ubc 울산방송,ubc 울산방송,울산광역시+울산광역시 중구+외솔회,052-290-3642,,,2022-10-13,3690000,울산광역시 중구,20221013,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221013
KC488PO22N001031,행사,행사,2022 문화의거리 현대미술제,울산광역시,중구,3111010500,옥교동,3111058500,중앙동,,울산광역시 중구 옥교동 277-1,44531,마마651302,129.3223507,35.5544077,울산 중구 문화의거리,2022-07-15,2022-07-24,갤러리+거리 미술작품 전시,문화의거리 현대미술제 울산운영위원회,경상일보,울산광역시+울산광역시 중구,052-290-3666,,,2022-10-13,3690000,울산광역시 중구,20221013,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221013
KC488PO22N001032,행사,행사,2022년 울산병영3.1만세운동 제22회 재현행사,울산광역시,중구,3111011500,남외동,3111062000,병영1동,,울산광역시 중구 남외동 488-5,44495,마마673319,129.3465874,35.5692451,울산 중구 병영 일원,2022-04-05,2022-04-06,위령제+삼일만세운동재현행사+부대행사,중구문화원,중구문화원,울산광역시 중구+보훈지청,052-290-3664,,,2022-10-13,3690000,울산광역시 중구,20221013,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221013
KC488PO22N001033,행사,행사,제26회 부천국제판타스틱영화제,경기도,부천시,4119010800,중동,4119074200,신중동,4.12E+11,경기도 부천시 길주로 210,14547,다사350451,126.765337,37.50358247,부천시청 일원,2022-07-07,2022-07-17,개폐막식+영화상영+문화행사 등,(사)부천국제판타스틱영화제조직위원회,(사)부천국제판타스틱영화제조직위원회,문화체육관광부+경기도청+경기도 부천시청,032-327-6313,http://www.bifan.kr,,2022-10-11,3860000,경기도 부천시,20221011,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221011
KC488PO22N001034,행사,행사,2022 보은대추축제,,,,,,,,,,라바205324,127.7297482,36.48970363,온라인축제,2022-10-14,2022-10-23,대추 및 농특산물 전시판매+랜선 콘서트+유튜브 홈쇼핑,충청북도 보은군,보은군 축제추진위원회,,043-540-3393,http://www.boeunjujube.com/,,2022-10-11,4420000,충청북도 보은군,20221011,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221011
KC488PO22N001035,행사,행사,정서진 해넘이 축제,인천광역시,서구,2826011900,오류동,2826072000,오류왕길동,2.83E+11,인천광역시 서구 정서진1로 41,22850,다사211513,126.6074644,37.55843603,인천 서구 정서진,2022-12-31,2022-12-31,"일몰이벤트, 축하공연",인천광역시 서구문화원,인천광역시 서구,,032-560-5933,http://www.seo.incheon.kr/,,2022-10-07,3560000,인천광역시 서구,20221007,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221007
KC488PO22N001036,행사,행사,달맞이축제,강원도,양구군,4280025021,양구읍 상리,4280025000,양구읍,4.28E+11,강원도 양구군 양구읍 박수근로 366-33,24519,라아422119,127.981517,38.10632441,"국토정중앙점, 레포츠공원(평화공업사 앞 주차장)",2020-02-08,2020-02-08,"국토정중앙행사, 전통달맞이행사, 민속놀이경연,상설행사 등",양구문화원,양구문화원,양구군청,033-480-2510,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=318&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20221007,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221007
KC488PO22N001037,행사,행사,도솔산지구전투 전승행사,강원도,양구군,4280025021,양구읍 상리,4280025000,양구읍,4.28E+11,강원도 양구군 양구읍 박수근로 366-33,24519,라아422119,127.981517,38.10632441,도솔산전적비,2022-06-19,2022-06-19,추모식,도솔산전적문화제 집행위원회,(사)양구군축제위원회+해병대전우회중앙회+해병대사령부,국방부+국가보훈처+백두산부대,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=286&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20221007,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221007
KC488PO22N001038,행사,행사,양록제,,,,,,,,,,,,,양록제단 일원,2022-10-06,2022-10-08,양록제례,양록제집행위원회,(사)양구군축제위원회,,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=76&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20221007,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221007
KC488PO22N001039,행사,행사,양구배꼽축제,,,,,,,,,,,,,레포츠공원 일원,2022-09-02,2022-09-04,세상에 없던 즐거움 웃음이 평화다 YOU MUST COME 배꼽,(재)양구문화재단,(재)양구문화재단,강원도+21사단+NH농협은행양구군지부+유관기관 단체,033-482-9612,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=78&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20221007,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221007
KC488PO22N001040,행사,행사,금천하모니축제 2021,서울특별시,금천구,1154510300,시흥동,1154567000,시흥1동,1.15E+11,서울특별시 금천구 시흥대로73길 70,8611,다사465399,126.8960369,37.45706565,금천구청 광장 일대,2021-11-03,2021-11-07,워크스루형 대형 기획 전시,금천문화재단,서울특별시 금천구청+금천문화재단,서울특별시,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,2022-09-08,3170000,서울특별시 금천구,20220908,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220908
KC488PO22N001041,행사,행사,거제맹종대나무축제,,,,,,,,,,마라050642,128.651027,34.96780022,거제맹종죽테마파크,2022-04-28,2022-05-01,봄의 기운이 더욱 푸르러지는 4월. 하청면의 명소 거제맹종죽 테마파크 죽림포레스티벌로의 초대,거제맹종죽영농조합법인,거제맹종죽영농조합법인,,055-639-6353,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001042,행사,행사,거제 옥포대첩 축제,경상남도,거제시,4831010600,옥포동,4831056000,옥포2동,4.83E+11,경상남도 거제시 팔랑포2길 87,53214,마라109570,128.714059,34.902198,옥포대첩기념공원，옥포동 일원,2022-06-14,2022-06-15,옥포대첩축제로 명칭 변경，임진왜란 첫 승전인 옥포대첩을 기념하는 행사로 기념식을 비롯하여 문화예술/ 민속/ 이벤트행사 등이 다양하게 진행되며 시민 참여마당 및 볼거리 제공,"경상남도 거제시, 거제옥포대첩축제추진위원회",거제시문화예술재단,,055-639-3393,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001043,행사,행사,남부면 수국축제,경상남도,거제시,4831033022,남부면 저구리,4831033000,남부면,4.83E+11,경상남도 거제시 남부면 남부해안로 30,53333,마라016380,128.610123,34.732251,남부면 저구항 일원,2022-07-09,2022-07-10,남부면에서 20여년 동안 가꾸어 온 아름다운 수국꽃을 시민 및 관광객들에게 선물을 선사하다,남부면 발전 협의회,경상남도 거제시 남부면,,055-639-6531,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001044,행사,행사,거제 바다로 세계로,경상남도,거제시,4831031022,일운면 구조라리,4831031000,일운면,4.83E+11,경상남도 거제시 일운면 거제대로 2056,53329,마라090465,128.6922053,34.80794905,지세포항수변공원 등,2022-07-29,2022-07-31,스포츠와 함께하는 여름축제로 매년 7월말에서 8월초순 경에 개최되는 한려수도 해양축제로 천혜의 관광자원과 문화예술공연을 함께 즐길 수 있는 전국 최대규모의 해양축제,㈜엠비씨경남,경상남도 거제시 관광과,,055-639-4163,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001045,행사,행사,거제비어페스타,,,,,,,,,,마라120531,128.726047,34.866881,장승포 수변공원,2022-08-17,2022-08-20,음악공연，즉석 댄스 등 경연，이벤트 및 각종 퍼포먼스,거제맥주축제추진위원회,거제맥주축제추진위원회,,055-639-3373,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001046,행사,행사,청마포도축제,경상남도,거제시,4831035023,둔덕면 거림리,4831035000,둔덕면,4.83E+11,경상남도 거제시 둔덕면 청마로 159,53280,라라924513,128.5109167,34.8528808,둔덕면 둔덕시골 축제,2022-08-27,2022-08-28,"둔덕골 거봉포도를 테마로 한 체험 프로그램, 지역농산물 판매, 문화행사 및 민속체험",거제시 농업기술센터 농업지원과,청마포도축제추진위원회,,055-639-6382,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001047,행사,행사,양지암축제,,,,,,,,,,,,,능포수변공원,2022-09-24,2022-09-24,"가수 초청공연, 노래자랑 등 화합행사, 민속체험행사가 펼쳐지는 주민 화합 축제",거제시 능포동주민자치회,거제시 능포동주민자치회,,055-639-3797,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001048,행사,행사,거제 섬꽃축제,경상남도,거제시,4831034026,거제면 서정리,4831034000,거제면,4.83E+11,경상남도 거제시 거제면 거제남서로 3577,53285,라라986518,128.579128,34.856465,거제시 농업개발원,2022-10-29,2022-11-06,"꽃, 문화, 사람이 어우러지는 가을꽃 축제이다. 주행사로는 국화분재 전시, 힐링허브랜드, 가을꽃 조형물 전시, 테마꽃동산, 국화소품, 실증시험온실, 화목류시험포, 난지과수원 등이 있다.",거제시농업기술센터 농업관광과,거제시농업기술센터 농업관광과,,055-639-6443,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001049,행사,행사,거제도국제펭귄수영축제,,,,,,,,,,,,,덕포해수욕장,2022-12-10,2022-12-10,"국제펭귄수영대회, 아이스버킷, 각종 공연, 나눔 및 다양한 행사가 있는 겨울 축제",거제시 옥포2동,거제시 옥포2동,,055-639-6864,,,2022-10-06,5370000,경상남도 거제시,20221006,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221006
KC488PO22N001050,행사,행사,연천구석기축제,경기도,연천군,4180025321,전곡읍 전곡리,4180025300,전곡읍,4.18E+11,경기도 연천군 전곡읍 양연로 1510,11027,다아615018,127.0614526,38.01564838,연천전곡리유적,2022-10-07,2022-10-10,선사문화체험+전시+이벤트,연천구석기축제추진위원회,경기도 연천군청,문화체육관광부+경기도+한국관광공사+경기관광공사,031-839-2378,https://www.yeoncheon.go.kr/festival/,홈페이지 참조,2022-10-04,4140000,경기도 연천군,20221004,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221004
KC488PO22N001051,행사,행사,연천거리문화축제,경기도,연천군,4180025321,전곡읍 전곡리,4180025300,전곡읍,4.18E+11,경기도 연천군 전곡읍 은전로78번길 3,11033,다아621032,127.0685629,38.02819949,전곡전통시장,2022-10-07,2022-10-10,7080 레트로 거리+체험+공연 1식,연천군관광협의회+주민기획단,경기도 연천군청,경기도+경기관광공사,031-839-2378,https://www.instagram.com/yeoncheon_festival,홈페이지 참조,2022-10-04,4140000,경기도 연천군,20221004,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221004
KC488PO22N001052,행사,행사,2022 통영한산대첩축제,경상남도,통영시,4822010600,문화동,4822055000,중앙동,4.82E+11,경상남도 통영시 세병로 27(문화동),53060,라라844506,128.423489,34.84715495,통영 삼도수군통제영 및 통영시 일원,2022-08-05,2022-08-14,고유제+군점+이순신장군 행렬+한산대첩 재현+공중한산해전+김한민감독 초청강연,(재)통영한산대첩문화재단,경상남도 통영시,문화체육관광부+경상남도,055-650-4532,https://tyhansancf.or.kr/,,2022-09-30,5330000,경상남도 통영시,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N001053,행사,행사,구로G페스티벌,서울특별시,구로구,1153010200,구로동,1153053000,구로2동,1.15E+11,서울특별시 구로구 가마산로 245,8284,다사459442,126.8882891,37.49551123,서울특별시 구로구 안양천,2022-09-23,2022-09-25,구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면 축제,서울특별시 구로구,서울특별시 구로구,,02-860-2282,www.gfestival.co.kr,,2022-09-30,3160000,서울특별시 구로구,20220930,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220930
KC488PO22N001054,행사,행사,태백산 눈축제,강원도,태백시,4219010200,장성동,4219059500,장성동,4.22E+11,강원도 태백시 장성1길 171,26052,마사340012,129.0082172,37.10051315,태백산국립공원+황지연못 일원,2022-01-10,2022-01-19,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,태백시문화재단,강원도 태백시청,033-553-6900,http://tbcf.or.kr/,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001055,행사,행사,얼음나라화천 산천어축제,강원도,화천군,4279025023,화천읍 중리,4279025000,화천읍,4.28E+11,강원도 화천군 화천읍 산천어길 137,24114,라아183125,127.709826,38.112578,강원도 화천군 화천읍 화천천일원,2022-01-27,2022-02-16,"얼음낚시, 맨손잡기, 눈얼음체험, 얼음조각광장 등",(재)나라,강원도 화천군청,문화체육관광부,1688-3005,www.narafestival.com,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001056,행사,행사,탐라국입춘굿,제주특별자치도,제주시,5011010600,삼도이동,5011056000,삼도2동,5.01E+11,제주특별자치도 제주시 관덕로 25(삼도이동),63166,다다091028,126.5219367,33.513992,제주목관아,2022-02-03,2022-02-04,"세경놀이(제주의 대표적인 굿놀이, 농경의례(農耕儀禮)), 입춘맞이굿, 입춘탈굿놀이",(사)제주민예총,제주시,,064-758-0332,https://www.jejusi.go.kr/field/culture/festival/list.do?mode=detail&festival_id=711,제주 제주시 관덕로 25 제주목관아,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001057,행사,행사,제주들불축제,,,,,,,,,,,,,제주시 애월읍 봉성리 새별오름(평화로변),2022-03-17,2022-03-20,"소망을품다(삼성혈), 소망,피어올라(제주도 일원 및 새별오름), 소망의오름(새별오름)",제주시관광축제추진협의회,제주시,제주시+제주관광공사+문화체육관광부+제주특별자치도,064-728-2751,https://www.jejusi.go.kr/buriburi/main.do,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001058,행사,행사,영암왕인문화축제,전라남도,영암군,4683036028,군서면 동구림리,4683036000,군서면,4.68E+11,전라남도 영암군 군서면 왕인로 440,58434,다라202405,126.6291224,34.75653201,왕인박사유적지 일원,2022-04-01,2022-04-01,"왕인박사 업적 조명, 온라인 온택트 축제",영암군향토축제추진위원회,전라남도 영암군,문화체육관광부+한국관광공사+전라남도,061-470-2347,http://wanginfesta.com/html/main.php,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001059,행사,행사,보성다향대축제,전라남도,보성군,4678025024,보성읍 봉산리,4678025000,보성읍,4.68E+11,전라남도 보성군 보성읍 녹차로 775,59448,다라617362,127.0817055,34.7198395,한국차소리문화공원,2022-04-15,2022-04-21,"다신제와 찻잎따기, 차만들기, 다례체험, 녹차족욕체험,자연속 티 테라피, 차밭힐링트레킹 등",보성다향제녹차대축제추진회,보성다향대축제추진위원회,,061-852-2181,https://www.boseong.go.kr/tour/festivity/tea_aroma,전남 보성군 보성읍 녹차로 773 한국차소리문화공원,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001060,행사,행사,진도신비의바닷길축제,전라남도,진도군,4690032031,고군면 금계리,4690032000,고군면,4.69E+11,전라남도 진도군 고군면 신비의바닷길 148,58911,나라944043,126.3512907,34.4272588,전남 진도군 고군면 금계리,2022-04-17,2022-04-19,"바닷길 현장중계, 진도북놀이공연, 바닷길 삼행시 이벤트, 나도가인어라, 추억소환인증샷 등",전라남도 진도군청,진도군,,061-540-3407,https://www.jindo.go.kr/tour/sub.cs?m=99,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001061,행사,행사,나비대축제,전라남도,함평군,4686025024,함평읍 수호리,4686025000,함평읍,4.69E+11,전라남도 함평군 함평읍 곤재로 27,57143,다라108741,126.5226056,35.05813923,함평엑스포공원 및 함평읍시가지 제2무대 일원,2022-04-29,2022-05-08,함평나비 희망의 날개를 펴다(부제 : 다시 만나는 나비 세상),전라남도 함평군+함평축제관광재단,함평군+함평축제관광재단,농림축산식품부+한국관광공사+한국도로공사+전라남도+전라남도교육청+환경부+한국철도,061-320-2238,https://www.hpftf.or.kr/contentsView.do?pageId=www42,"꽃, 나비, 곤충을 소재로 한 전시, 문화, 체험행사, 나비, 곤충을 소재로 각종 체험프로그램 운영, 친환경 농ㆍ수ㆍ축산물 및 우수 특산품 등 전시, 판매",2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001062,행사,행사,문경찻사발축제,경상북도,문경시,4728025027,문경읍 진안리,4728025000,문경읍,4.73E+11,경상북도 문경시 문경읍 문경대로 2416,36919,라바521604,128.0845639,36.74062871,문경새재 오픈세트장,2022-04-30,2022-05-08,대한민국 도예 명장전 등 전시행사+왕의 찻자리 등 체험행사+사기장의 하루+차담이 어드벤처 등 특별행사,문경찻사발축제추진위원회,경상북도 문경시청,문화체육관광부+경상북도+문경도자기협동조합,054-550-6395,http://www.sabal21.com,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001063,행사,행사,담양대나무축제,전라남도,담양군,4671025033,담양읍 학동리,4671025000,담양읍,4.67E+11,전라남도 담양군 담양읍 메타프로방스 1길 17,57351,다마547031,127.0018114,35.32260525,죽녹원 및 관방제림 일원,2022-05-02,2022-05-08,대나무 관련 전시+체험+공연+판매 등,(사)담양대나무축제위원회,전라남도 담양군,문화체육관광부+전라남도+한국관광공사,061-380-3152,www.bamboofestival.co.kr,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001064,행사,행사,춘향제,전라북도,남원시,4519010500,천거동,4519055000,금동,4.52E+11,전라북도 남원시 요천로 1447,55776,다마891120,127.380504,35.40413057,광한루원+요천로 일원,2022-05-04,2022-05-08,"춘향제향, 춘향선발대회, 춘향국악대전, 관광지 홍보 및 다양한 공연 등",춘향제전위원회,전라북도 남원시청,전라북도 남원시청+전라북도 문화체육관광부+한국문화예술위원회,063-620-5785,http://www.namwon.go.kr/tour/index.do,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001065,행사,행사,하동 야생차문화축제,경상남도,하동군,4885031026,화개면 운수리,4885031000,화개면,4.89E+11,경상남도 하동군 화개면 쌍계로 571-25,52302,라라130924,127.6429092,35.2273335,하동군 하동 야생차 박물관,2022-05-04,2022-05-08,천 년의 역사를 지닌 우리나라 최초의 차 시배지에서 매년 개최되는 정부지정 명예 문화관광축제이다. 녹음이 우거지는 5월의 야생차축제에서 왕의 녹차의 맛과 향을 느끼며 휴식과 여유의 시간을 즐길 수 있다.,(사)하동야생차문화축제조직위원회,(사)하동야생차문화축제조직위원회,,055-880-2051,https://www.hadong.go.kr/02641/02652/02809.web,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001066,행사,행사,공주 석장리 구석기축제,충청남도,공주시,4415012500,석장리동,4415059000,월송동,4.42E+11,충청남도 공주시 금벽로 990,32591,다바720278,127.1875895,36.44795221,석장리박물관,2022-05-05,2022-05-08,구석기문화 체험,공주석장리구석기축제조직위원회,공주시,문화체육관광부+충청남도,041-840-8090,http://www.gspf.kr/,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001067,행사,행사,대가야체험축제,경상북도,고령군,4783025326,대가야읍 지산리,4783025300,대가야읍,4.78E+11,경상북도 고령군 대가야읍 대가야로 1216,40140,라마687473,128.259677,35.72008225,대가야박물관+ 대가야역사테마관광지+ 대가야문화누리+ 관내 일원,2022-05-05,2022-05-08,"36개 체험프로그램, 이조년 전국백일장 등 연계행사, 대가야박물관 기획특별전 등 부대행사, 역사재현극 등",사)대가야체험축제추진위원회,고령군,문화체육관광부+ 경상북도+ 경상북도교육청+ 한국문화원연합회+ 가야문화권지역발전협의회 14개시군+ 자매결연기관+ 경상북도관광협회+ 농협중앙회+ 대구은행,054-950-6424,http://fest.daegaya.net,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001068,행사,행사,부안마실축제,전라북도,부안군,4580025022,부안읍 서외리,4580025000,부안읍,4.58E+11,전라북도 부안군 부안읍 매창로 89,56312,다마302472,126.7286953,35.71882124,부안군 일원(주행사장 : 부안읍 매창공원 일원),2022-05-05,2022-05-31,개막식+공연+전시+온라인 프로그램,부안군 대표축제 추진위원회,부안군 대표축제 추진위원회,전라북도 부안군,063-580-4777,https://www.buanmasil.com/,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001069,행사,행사,한지문화제,강원도,원주시,4213011500,무실동,4213066000,무실동,4.21E+11,강원도 원주시 한지공원길 151,26478,라사385262,127.9353957,37.33437553,원주한지테마파크 및 간현관광지 일원,2022-05-05,2022-05-31,"기획전시, 온라인체험 등",원주한지개발원,원주한지개발원,강원도 원주시청,033-734-4739,www.hanjipark.com,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
KC488PO22N001070,행사,행사,울산쇠부리축제,울산광역시,북구,3120010900,달천동,3120053000,농소3동,3.12E+11,울산광역시 북구 달천철장길 58,44205,마마656391,129.3289893,35.63424081,달천철장 일원,2022-05-13,2022-05-15,한반도 최초의 철산지 달천철장에서 펼처지는 철문화축제,울산광역시 북구청 문화체육과,울산광역시 북구청 문화체육과,문화체육관광부+한국관광공사+울주문화재단+울산문화재단+지역문화진흥원,052-293-3500,http://www.soeburi.org/,,2022-09-28,B551011,한국관광공사,20220928,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220928
